make,model,engine_size,cylinders,fuel_consumption_comb,vehicle_class_cluster1,vehicle_class_cluster2,vehicle_class_cluster3,vehicle_class_cluster4,vehicle_class_cluster5,vehicle_class_cluster6,transmission_AM,transmission_AS,transmission_AV,transmission_M,fuel_type_E,fuel_type_X,fuel_type_Z,co2_emissions
0.009750812567713976,0.0014897074756229686,2.0,4,8.5,0,0,0,0,0,0,0,1,0,0,0,0,1,196
0.009750812567713976,0.0014897074756229686,2.4,4,9.6,0,0,0,0,0,0,0,0,0,1,0,0,1,221
0.009750812567713976,0.0014897074756229686,1.5,4,5.9,0,0,0,0,0,0,0,0,1,0,0,0,1,136
0.009750812567713976,0.0021668472372697724,3.5,6,11.1,0,0,1,0,0,0,0,1,0,0,0,0,1,255
0.009750812567713976,0.001218851570964247,3.5,6,10.6,0,0,1,0,0,0,0,1,0,0,0,0,1,244
0.009750812567713976,0.001218851570964247,3.5,6,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.009750812567713976,0.00040628385698808235,3.5,6,10.1,0,0,0,0,0,0,0,1,0,0,0,0,1,232
0.009750812567713976,0.00040628385698808235,3.7,6,11.1,0,0,0,0,0,0,0,1,0,0,0,0,1,255
0.009750812567713976,0.00040628385698808235,3.7,6,11.6,0,0,0,0,0,0,0,0,0,1,0,0,1,267
0.009750812567713976,0.00040628385698808235,2.4,4,9.2,0,0,0,0,0,0,0,1,0,0,0,0,1,212
0.009750812567713976,0.00040628385698808235,2.4,4,9.8,0,0,0,0,0,0,0,0,0,1,0,0,1,225
0.009750812567713976,0.00040628385698808235,3.5,6,10.4,0,0,0,0,0,0,0,1,0,0,0,0,1,239
0.004062838569880823,0.0013542795232936078,1.8,4,8.4,0,0,0,0,1,0,1,0,0,0,0,0,1,193
0.006365113759479957,0.00040628385698808235,5.9,12,15.6,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.006365113759479957,0.0008125677139761647,5.9,12,15.6,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.006365113759479957,0.003114842903575298,4.7,8,14.7,0,0,0,0,1,0,1,0,0,0,0,0,1,338
0.006365113759479957,0.003114842903575298,4.7,8,15.4,0,0,0,0,1,0,0,0,0,1,0,0,1,354
0.006365113759479957,0.003114842903575298,4.7,8,14.7,0,0,0,0,1,0,1,0,0,0,0,0,1,338
0.006365113759479957,0.003114842903575298,4.7,8,15.4,0,0,0,0,1,0,0,0,0,1,0,0,1,354
0.006365113759479957,0.0008125677139761647,5.9,12,15.6,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.03873239436619718,0.0032502708559046588,2.0,4,8.8,0,0,0,0,0,0,0,0,1,0,0,0,1,202
0.03873239436619718,0.0032502708559046588,2.0,4,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.0032502708559046588,2.0,4,9.3,0,0,0,0,0,0,0,0,0,1,0,0,1,214
0.03873239436619718,0.002979414951245937,2.0,4,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.002979414951245937,2.0,4,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.002979414951245937,2.0,4,9.3,0,0,0,0,0,0,0,0,0,1,0,0,1,214
0.03873239436619718,0.002302275189599133,2.0,4,10.2,0,0,0,0,0,0,0,1,0,0,0,0,1,235
0.03873239436619718,0.002302275189599133,3.0,6,10.9,0,0,0,0,0,0,0,1,0,0,0,0,1,251
0.03873239436619718,0.002302275189599133,3.0,6,8.1,0,0,0,0,0,0,0,1,0,0,0,0,0,217
0.03873239436619718,0.0013542795232936078,3.0,6,11.2,0,0,0,0,0,0,0,1,0,0,0,0,1,262
0.03873239436619718,0.0013542795232936078,3.0,6,8.1,0,0,0,0,0,0,0,1,0,0,0,0,0,217
0.03873239436619718,0.003791982665222102,3.0,6,11.2,0,0,0,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.003791982665222102,4.0,8,11.3,0,0,0,0,0,0,0,1,0,0,0,0,1,265
0.03873239436619718,0.003791982665222102,3.0,6,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,224
0.03873239436619718,0.003791982665222102,3.0,6,11.2,0,0,0,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.003791982665222102,4.0,8,12.5,0,0,0,0,0,0,0,1,0,0,0,0,1,288
0.03873239436619718,0.003791982665222102,6.3,12,15.5,0,0,0,0,0,0,0,1,0,0,0,0,1,363
0.03873239436619718,0.003791982665222102,3.0,6,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,224
0.03873239436619718,0.00013542795232936077,2.0,4,10.5,0,0,1,0,0,0,0,1,0,0,0,0,1,242
0.03873239436619718,0.0032502708559046588,2.0,4,10.4,0,0,1,0,0,0,0,1,0,0,0,0,1,239
0.03873239436619718,0.0032502708559046588,3.0,6,11.2,0,0,1,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.0032502708559046588,3.0,6,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,244
0.03873239436619718,0.0032502708559046588,2.0,4,9.2,0,0,1,0,0,0,0,1,0,0,0,0,1,212
0.03873239436619718,0.0014897074756229686,3.0,6,13.2,0,0,0,0,0,1,0,1,0,0,0,0,1,304
0.03873239436619718,0.0014897074756229686,3.0,6,10.7,0,0,0,0,0,1,0,1,0,0,0,0,0,290
0.03873239436619718,0.003114842903575298,4.2,8,14.6,0,0,0,0,1,0,0,0,0,0,0,0,1,336
0.03873239436619718,0.003114842903575298,4.2,8,17.7,0,0,0,0,1,0,0,0,0,1,0,0,1,407
