make,model,engine_size,cylinders,fuel_consumption_comb,vehicle_class_cluster1,vehicle_class_cluster2,vehicle_class_cluster3,vehicle_class_cluster4,vehicle_class_cluster5,vehicle_class_cluster6,transmission_AM,transmission_AS,transmission_AV,transmission_M,fuel_type_E,fuel_type_X,fuel_type_Z,co2_emissions
0.009750812567713976,0.0014897074756229686,-0.856625111197607,-0.8833218974785969,-0.855623751080507,0,0,0,0,0,0,0,1,0,0,0,0,1,196
0.009750812567713976,0.0014897074756229686,-0.5612392109660674,-0.8833218974785969,-0.47532155696113054,0,0,0,0,0,0,0,0,0,1,0,0,1,221
0.009750812567713976,0.0014897074756229686,-1.2258574864870313,-0.8833218974785969,-1.7545198462717606,0,0,0,0,0,0,0,0,1,0,0,0,1,136
0.009750812567713976,0.0021668472372697724,0.2510720146706663,0.21058986620810485,0.04327234411074661,0,0,1,0,0,0,0,1,0,0,0,0,1,255
0.009750812567713976,0.001218851570964247,0.2510720146706663,0.21058986620810485,-0.12959228957987912,0,0,1,0,0,0,0,1,0,0,0,0,1,244
0.009750812567713976,0.001218851570964247,0.2510720146706663,0.21058986620810485,-0.33702985000862984,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.009750812567713976,0.00040628385698808235,0.2510720146706663,0.21058986620810485,-0.30245692327050483,0,0,0,0,0,0,0,1,0,0,0,0,1,232
0.009750812567713976,0.00040628385698808235,0.39876496478643625,0.21058986620810485,0.04327234411074661,0,0,0,0,0,0,0,1,0,0,0,0,1,255
0.009750812567713976,0.00040628385698808235,0.39876496478643625,0.21058986620810485,0.21613697780137234,0,0,0,0,0,0,0,0,0,1,0,0,1,267
0.009750812567713976,0.00040628385698808235,-0.5612392109660674,-0.8833218974785969,-0.6136132639136312,0,0,0,0,0,0,0,1,0,0,0,0,1,212
0.009750812567713976,0.00040628385698808235,-0.5612392109660674,-0.8833218974785969,-0.40617570348487986,0,0,0,0,0,0,0,0,0,1,0,0,1,225
0.009750812567713976,0.00040628385698808235,0.2510720146706663,0.21058986620810485,-0.19873814305612914,0,0,0,0,0,0,0,1,0,0,0,0,1,239
0.004062838569880823,0.0013542795232936078,-1.0043180613133766,-0.8833218974785969,-0.890196677818632,0,0,0,0,1,0,1,0,0,0,0,0,1,193
0.006365113759479957,0.00040628385698808235,2.023387416059904,3.49232515726821,1.5990540473263781,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.006365113759479957,0.0008125677139761647,2.023387416059904,3.49232515726821,1.5990540473263781,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.006365113759479957,0.003114842903575298,1.137229715365285,1.3045016298948064,1.2878977066832515,0,0,0,0,1,0,1,0,0,0,0,0,1,338
0.006365113759479957,0.003114842903575298,1.137229715365285,1.3045016298948064,1.529908193850128,0,0,0,0,1,0,0,0,0,1,0,0,1,354
0.006365113759479957,0.003114842903575298,1.137229715365285,1.3045016298948064,1.2878977066832515,0,0,0,0,1,0,1,0,0,0,0,0,1,338
0.006365113759479957,0.003114842903575298,1.137229715365285,1.3045016298948064,1.529908193850128,0,0,0,0,1,0,0,0,0,1,0,0,1,354
0.006365113759479957,0.0008125677139761647,2.023387416059904,3.49232515726821,1.5990540473263781,0,0,0,0,0,0,0,0,0,0,0,0,1,359
0.03873239436619718,0.0032502708559046588,-0.856625111197607,-0.8833218974785969,-0.7519049708661313,0,0,0,0,0,0,0,0,1,0,0,0,1,202
0.03873239436619718,0.0032502708559046588,-0.856625111197607,-0.8833218974785969,-0.33702985000862984,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.0032502708559046588,-0.856625111197607,-0.8833218974785969,-0.5790403371755056,0,0,0,0,0,0,0,0,0,1,0,0,1,214
0.03873239436619718,0.002979414951245937,-0.856625111197607,-0.8833218974785969,-0.33702985000862984,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.002979414951245937,-0.856625111197607,-0.8833218974785969,-0.33702985000862984,0,0,0,0,0,0,0,1,0,0,0,0,1,230
0.03873239436619718,0.002979414951245937,-0.856625111197607,-0.8833218974785969,-0.5790403371755056,0,0,0,0,0,0,0,0,0,1,0,0,1,214
0.03873239436619718,0.002302275189599133,-0.856625111197607,-0.8833218974785969,-0.2678839965323798,0,0,0,0,0,0,0,1,0,0,0,0,1,235
0.03873239436619718,0.002302275189599133,-0.11816036061875809,0.21058986620810485,-0.02587350936550343,0,0,0,0,0,0,0,1,0,0,0,0,1,251
0.03873239436619718,0.002302275189599133,-0.11816036061875809,0.21058986620810485,-0.9939154580330077,0,0,0,0,0,0,0,1,0,0,0,0,0,217
0.03873239436619718,0.0013542795232936078,-0.11816036061875809,0.21058986620810485,0.07784527084887163,0,0,0,0,0,0,0,1,0,0,0,0,1,262
0.03873239436619718,0.0013542795232936078,-0.11816036061875809,0.21058986620810485,-0.9939154580330077,0,0,0,0,0,0,0,1,0,0,0,0,0,217
0.03873239436619718,0.003791982665222102,-0.11816036061875809,0.21058986620810485,0.07784527084887163,0,0,0,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.003791982665222102,0.6203043899600907,1.3045016298948064,0.11241819758699727,0,0,0,0,0,0,0,1,0,0,0,0,1,265
0.03873239436619718,0.003791982665222102,-0.11816036061875809,0.21058986620810485,-0.890196677818632,0,0,0,0,0,0,0,1,0,0,0,0,0,224
0.03873239436619718,0.003791982665222102,-0.11816036061875809,0.21058986620810485,0.07784527084887163,0,0,0,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.003791982665222102,0.6203043899600907,1.3045016298948064,0.5272933184444988,0,0,0,0,0,0,0,1,0,0,0,0,1,288
0.03873239436619718,0.003791982665222102,2.318773316291443,3.49232515726821,1.564481120588253,0,0,0,0,0,0,0,1,0,0,0,0,1,363
0.03873239436619718,0.003791982665222102,-0.11816036061875809,0.21058986620810485,-0.890196677818632,0,0,0,0,0,0,0,1,0,0,0,0,0,224
0.03873239436619718,0.00013542795232936077,-0.856625111197607,-0.8833218974785969,-0.16416521631800413,0,0,1,0,0,0,0,1,0,0,0,0,1,242
0.03873239436619718,0.0032502708559046588,-0.856625111197607,-0.8833218974785969,-0.19873814305612914,0,0,1,0,0,0,0,1,0,0,0,0,1,239
0.03873239436619718,0.0032502708559046588,-0.11816036061875809,0.21058986620810485,0.07784527084887163,0,0,1,0,0,0,0,1,0,0,0,0,1,258
0.03873239436619718,0.0032502708559046588,-0.11816036061875809,0.21058986620810485,-0.6827591173898813,0,0,1,0,0,0,0,1,0,0,0,0,0,244
0.03873239436619718,0.0032502708559046588,-0.856625111197607,-0.8833218974785969,-0.6136132639136312,0,0,1,0,0,0,0,1,0,0,0,0,1,212
0.03873239436619718,0.0014897074756229686,-0.11816036061875809,0.21058986620810485,0.7693038056113745,0,0,0,0,0,1,0,1,0,0,0,0,1,304
0.03873239436619718,0.0014897074756229686,-0.11816036061875809,0.21058986620810485,-0.09501936284175408,0,0,0,0,0,1,0,1,0,0,0,0,0,290
0.03873239436619718,0.003114842903575298,0.7679973400758606,1.3045016298948064,1.2533247799451266,0,0,0,0,1,0,0,0,0,0,0,0,1,336
0.03873239436619718,0.003114842903575298,0.7679973400758606,1.3045016298948064,2.325085508827006,0,0,0,0,1,0,0,0,0,1,0,0,1,407
0.03873239436619718,0.003114842903575298,1.5064620906547095,2.3984133935815084,1.3224706334213774,0,0,0,0,1,0,0,0,0,0,0,0,1,347
0.03873239436619718,0.003114842903575298,1.5064620906547095,2.3984133935815084,2.3596584355651316,0,0,0,0,1,0,0,0,0,1,0,0,1,409
0.03873239436619718,0.003114842903575298,0.7679973400758606,1.3045016298948064,1.2533247799451266,0,0,0,0,1,0,0,0,0,0,0,0,1,336
0.03873239436619718,0.003114842903575298,0.7679973400758606,1.3045016298948064,2.325085508827006,0,0,0,0,1,0,0,0,0,1,0,0,1,407
0.03873239436619718,0.003114842903575298,1.5064620906547095,2.3984133935815084,1.3224706334213774,0,0,0,0,1,0,0,0,0,0,0,0,1,347
0.03873239436619718,0.003114842903575298,1.5064620906547095,2.3984133935815084,2.3596584355651316,0,0,0,0,1,0,0,0,0,1,0,0,1,409
0.03873239436619718,0.002437703141928494,0.7679973400758606,1.3045016298948064,0.8038767323495001,0,0,0,0,0,0,0,0,0,0,0,0,1,306
0.03873239436619718,0.002437703141928494,0.7679973400758606,1.3045016298948064,0.8384496590876251,0,0,0,0,0,0,0,0,0,0,0,0,1,308
0.03873239436619718,0.002437703141928494,0.6203043899600907,1.3045016298948064,0.5272933184444988,0,0,0,0,0,0,0,1,0,0,0,0,1,293
0.03873239436619718,0.001218851570964247,-0.11816036061875809,0.21058986620810485,0.1469911243251223,0,0,0,0,0,0,0,0,0,0,0,0,1,262
0.03873239436619718,0.001218851570964247,-0.11816036061875809,0.21058986620810485,0.4927203917063737,0,0,0,0,0,0,0,0,0,1,0,0,1,285
0.03873239436619718,0.0028439869989165764,-0.11816036061875809,0.21058986620810485,0.1469911243251223,0,0,0,0,0,0,0,0,0,0,0,0,1,262
0.03873239436619718,0.0028439869989165764,-0.11816036061875809,0.21058986620810485,0.4927203917063737,0,0,0,0,0,0,0,0,0,1,0,0,1,285
0.03873239436619718,0.0028439869989165764,-0.11816036061875809,0.21058986620810485,0.21613697780137234,0,0,0,0,0,0,0,0,0,0,0,0,1,267
0.03873239436619718,0.0008125677139761647,0.6203043899600907,1.3045016298948064,0.4235745382301231,0,0,0,0,0,0,0,0,0,0,0,0,1,281
0.03873239436619718,0.0008125677139761647,0.6203043899600907,1.3045016298948064,0.4235745382301231,0,0,0,0,0,0,0,0,0,0,0,0,1,281
0.03873239436619718,0.0008125677139761647,0.6203043899600907,1.3045016298948064,0.6310120986588744,0,0,0,0,0,0,0,1,0,0,0,0,1,300
0.03873239436619718,0.0032502708559046588,-0.11816036061875809,0.21058986620810485,0.5964391719207488,0,0,1,0,0,0,0,1,0,0,0,0,1,292
0.03873239436619718,0.001895991332611051,-0.856625111197607,-0.8833218974785969,-0.6481861906517562,0,0,0,0,0,0,0,0,0,0,0,0,1,209
0.03873239436619718,0.001895991332611051,-0.856625111197607,-0.8833218974785969,-0.6481861906517562,0,0,0,0,1,0,0,0,0,0,0,0,1,209
0.03873239436619718,0.001218851570964247,-0.856625111197607,-0.8833218974785969,-0.23331106979425417,0,0,0,0,0,0,0,0,0,0,0,0,1,237
0.03873239436619718,0.001218851570964247,-0.856625111197607,-0.8833218974785969,-0.23331106979425417,0,0,0,0,1,0,0,0,0,0,0,0,1,237
0.006229685807150596,0.004875406283856988,0.6203043899600907,1.3045016298948064,0.8384496590876251,0,0,0,0,0,0,0,1,0,0,0,0,1,314
0.006229685807150596,0.004875406283856988,2.0972338911177886,3.49232515726821,1.564481120588253,0,0,0,0,0,0,0,1,0,0,0,0,1,356
0.006229685807150596,0.004875406283856988,0.6203043899600907,1.3045016298948064,1.1150330729926259,0,0,0,0,0,0,0,1,0,0,0,0,1,332
0.006229685807150596,0.004875406283856988,2.0972338911177886,3.49232515726821,1.9102103879695045,0,0,0,0,0,0,0,1,0,0,0,0,1,380
0.006229685807150596,0.004875406283856988,2.0972338911177886,3.49232515726821,1.9102103879695045,0,0,0,0,0,0,0,1,0,0,0,0,1,380
0.006229685807150596,0.0013542795232936078,2.0972338911177886,3.49232515726821,1.9102103879695045,0,0,0,0,0,0,0,1,0,0,0,0,1,388
0.006229685807150596,0.0009479956663055255,2.6880056915808677,1.3045016298948064,2.774533556422633,0,0,0,0,0,0,0,1,0,0,0,0,1,437
0.07137053087757313,0.03114842903575298,-0.856625111197607,-0.8833218974785969,-0.890196677818632,0,0,0,0,0,0,0,0,0,0,0,0,1,193
0.07137053087757313,0.03114842903575298,-0.856625111197607,-0.8833218974785969,-0.7864778976042569,0,0,0,0,0,0,0,0,0,1,0,0,1,200
0.07137053087757313,0.03114842903575298,-0.856625111197607,-0.8833218974785969,-0.7519049708661313,0,0,0,0,0,0,0,0,0,0,0,0,1,202
0.07137053087757313,0.001895991332611051,-0.856625111197607,-0.8833218974785969,-1.4779364323667594,0,0,0,0,0,0,0,0,0,0,0,0,0,181
0.07137053087757313,0.001895991332611051,-0.856625111197607,-0.8833218974785969,-1.4779364323667594,0,0,1,0,0,0,0,0,0,0,0,0,0,181
